event_id,shipment_id,event_sequence,event_datetime,event_type,event_status,responsible_party,location_reference,notes
EVT00162-03,SHP00162,3,2024-12-09T14:22:03,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00162-04,SHP00162,4,2024-12-09T23:08:02,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00162-05,SHP00162,5,2024-12-14T09:24:17,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00162-06,SHP00162,6,2024-12-14T09:40:34,Customs released,Completed,Forwarder,Casablanca,
EVT00162-07,SHP00162,7,2024-12-14T23:29:48,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00163-01,SHP00163,1,2025-11-10T08:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00163-02,SHP00163,2,2025-11-17T09:23:27,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00163-03,SHP00163,3,2025-11-17T14:09:15,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00163-04,SHP00163,4,2025-11-18T05:55:08,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00163-05,SHP00163,5,2025-11-27T20:34:32,Destination port arrival,Completed,Port terminal,Dammam,
EVT00163-06,SHP00163,6,2025-11-27T21:34:52,Customs released,Completed,Forwarder,Dammam,
EVT00163-07,SHP00163,7,2025-11-28T12:38:00,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00164-01,SHP00164,1,2024-12-30T15:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00164-02,SHP00164,2,2025-01-10T14:23:21,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00164-03,SHP00164,3,2025-01-10T17:46:22,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00164-04,SHP00164,4,2025-01-11T05:54:57,Vessel departed,Completed,Carrier,Rotterdam,
EVT00164-05,SHP00164,5,2025-01-17T06:05:46,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00164-06,SHP00164,6,2025-01-17T12:34:35,Customs released,Completed,Forwarder,Alexandria,
EVT00164-07,SHP00164,7,2025-01-18T04:06:32,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00165-01,SHP00165,1,2024-03-22T15:00:00,Booking created,Completed,Forwarder,Valencia Export Depot,
EVT00165-02,SHP00165,2,2024-04-02T15:36:31,Pickup completed,Completed,Carrier,Valencia Export Depot,
EVT00165-03,SHP00165,3,2024-04-03T03:46:05,Origin port gate in,Completed,Port terminal,Valencia,
EVT00165-04,SHP00165,4,2024-04-03T13:15:59,Vessel departed,Completed,Carrier,Valencia,
EVT00165-05,SHP00165,5,2024-04-07T18:10:20,Destination port arrival,Completed,Port terminal,Rotterdam,
EVT00165-06,SHP00165,6,2024-04-07T18:43:45,Customs released,Completed,Forwarder,Rotterdam,
EVT00165-07,SHP00165,7,2024-04-08T04:24:54,Delivery completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00166-01,SHP00166,1,2025-07-09T09:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00166-02,SHP00166,2,2025-07-21T09:04:10,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00166-03,SHP00166,3,2025-07-21T14:12:38,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00166-04,SHP00166,4,2025-07-22T01:00:33,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00166-05,SHP00166,5,2025-07-28T04:36:34,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00166-06,SHP00166,6,2025-07-28T11:51:18,Customs released,Completed,Forwarder,Alexandria,
EVT00166-07,SHP00166,7,2025-07-29T19:59:59,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00167-01,SHP00167,1,2024-01-26T15:00:00,Booking created,Completed,Forwarder,Zaragoza Distribution Hub,
EVT00167-02,SHP00167,2,2024-01-30T14:31:45,Pickup completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00167-03,SHP00167,3,2024-01-31T19:12:41,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00168-01,SHP00168,1,2025-01-27T12:00:00,Booking created,Completed,Forwarder,Lyon Fabrication Partner,
EVT00168-02,SHP00168,2,2025-01-31T11:04:06,Pickup completed,Completed,Carrier,Lyon Fabrication Partner,
EVT00168-03,SHP00168,3,2025-01-31T22:51:33,Origin port gate in,Completed,Port terminal,Marseille-Fos,
EVT00168-04,SHP00168,4,2025-02-01T06:04:46,Vessel departed,Completed,Carrier,Marseille-Fos,
EVT00168-05,SHP00168,5,2025-02-04T11:04:57,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00168-06,SHP00168,6,2025-02-04T23:46:30,Customs released,Completed,Forwarder,Casablanca,
EVT00168-07,SHP00168,7,2025-02-06T17:04:23,Delivery completed,Delayed,Carrier,Casablanca Desalination Site,Weather disruption
EVT00169-01,SHP00169,1,2025-07-13T10:00:00,Booking created,Completed,Forwarder,Tarragona Equipment Vendor,
EVT00169-02,SHP00169,2,2025-07-21T11:04:05,Pickup completed,Completed,Carrier,Tarragona Equipment Vendor,
EVT00169-03,SHP00169,3,2025-07-21T14:41:52,Origin port gate in,Completed,Port terminal,Barcelona,
EVT00169-04,SHP00169,4,2025-07-22T02:29:56,Vessel departed,Completed,Carrier,Barcelona,
EVT00169-05,SHP00169,5,2025-07-27T18:11:48,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00169-06,SHP00169,6,2025-07-28T01:17:37,Customs released,Completed,Forwarder,Alexandria,
EVT00169-07,SHP00169,7,2025-07-28T17:58:10,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00170-01,SHP00170,1,2024-10-29T13:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00170-02,SHP00170,2,2024-11-07T12:33:13,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00170-03,SHP00170,3,2024-11-07T23:07:37,Origin port gate in,Completed,Port terminal,Genoa,
EVT00170-04,SHP00170,4,2024-11-08T06:06:03,Vessel departed,Completed,Carrier,Genoa,
EVT00170-05,SHP00170,5,2024-11-12T17:35:59,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00170-06,SHP00170,6,2024-11-13T06:51:24,Customs released,Completed,Forwarder,Alexandria,
EVT00170-07,SHP00170,7,2024-11-13T21:54:31,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00171-01,SHP00171,1,2024-03-23T12:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00171-02,SHP00171,2,2024-04-02T11:56:12,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00171-03,SHP00171,3,2024-04-02T18:14:22,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00171-04,SHP00171,4,2024-04-03T06:21:37,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00171-05,SHP00171,5,2024-04-06T14:50:27,Destination port arrival,Completed,Port terminal,Sines,
EVT00171-06,SHP00171,6,2024-04-06T22:55:29,Customs released,Completed,Forwarder,Sines,
EVT00171-07,SHP00171,7,2024-04-07T08:29:33,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00172-01,SHP00172,1,2025-09-10T13:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00172-02,SHP00172,2,2025-09-24T12:01:08,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00172-03,SHP00172,3,2025-09-25T12:19:22,Origin port gate in,Completed,Port terminal,Genoa,
EVT00172-04,SHP00172,4,2025-09-26T04:48:06,Vessel departed,Completed,Carrier,Genoa,
EVT00172-05,SHP00172,5,2025-10-05T02:19:11,Destination port arrival,Completed,Port terminal,Dammam,
EVT00172-06,SHP00172,6,2025-10-05T11:22:02,Customs released,Completed,Forwarder,Dammam,
EVT00172-07,SHP00172,7,2025-10-05T22:45:32,Delivery completed,Delayed,Carrier,Dammam Gas Project Site,Customs hold
EVT00173-01,SHP00173,1,2024-11-28T13:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00173-02,SHP00173,2,2024-12-04T13:23:46,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00173-03,SHP00173,3,2024-12-04T20:17:09,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00173-04,SHP00173,4,2024-12-05T08:21:13,Vessel departed,Completed,Carrier,Algeciras,
EVT00173-05,SHP00173,5,2024-12-14T12:10:20,Destination port arrival,Completed,Port terminal,Dammam,
EVT00173-06,SHP00173,6,2024-12-14T21:27:43,Customs released,Completed,Forwarder,Dammam,
EVT00173-07,SHP00173,7,2024-12-15T08:58:47,Delivery completed,Delayed,Carrier,Dammam Gas Project Site,None
EVT00174-01,SHP00174,1,2025-06-02T07:00:00,Booking created,Completed,Forwarder,Zaragoza Distribution Hub,
EVT00174-02,SHP00174,2,2025-06-17T09:12:48,Pickup completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00174-03,SHP00174,3,2025-06-17T23:52:48,Origin port gate in,Completed,Port terminal,Valencia,
EVT00174-04,SHP00174,4,2025-06-18T05:36:23,Vessel departed,Completed,Carrier,Valencia,
EVT00174-05,SHP00174,5,2025-06-20T19:55:46,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00174-06,SHP00174,6,2025-06-21T02:57:30,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00174-07,SHP00174,7,2025-06-21T15:59:17,Delivery completed,Completed,Carrier,Marseille Wind Substation Site,
EVT00175-01,SHP00175,1,2024-05-29T10:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00175-02,SHP00175,2,2024-06-10T09:11:36,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00175-03,SHP00175,3,2024-06-11T02:13:31,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00175-04,SHP00175,4,2024-06-11T05:17:45,Vessel departed,Completed,Carrier,Algeciras,
EVT00175-05,SHP00175,5,2024-06-15T00:57:42,Destination port arrival,Completed,Port terminal,Valencia,
EVT00175-06,SHP00175,6,2024-06-15T01:06:08,Customs released,Completed,Forwarder,Valencia,
EVT00175-07,SHP00175,7,2024-06-16T09:27:37,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00176-01,SHP00176,1,2025-09-16T11:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00176-02,SHP00176,2,2025-09-30T12:16:57,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00176-03,SHP00176,3,2025-10-01T00:27:34,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00176-04,SHP00176,4,2025-10-01T11:45:32,Vessel departed,Completed,Carrier,Rotterdam,
EVT00176-05,SHP00176,5,2025-10-06T18:50:38,Customs released,Completed,Forwarder,Casablanca,
EVT00176-06,SHP00176,6,2025-10-06T23:10:22,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00176-07,SHP00176,7,2025-10-07T20:57:06,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00177-01,SHP00177,1,2025-08-21T09:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00177-02,SHP00177,2,2025-09-05T09:22:32,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00177-03,SHP00177,3,2025-09-05T23:24:45,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00177-04,SHP00177,4,2025-09-06T06:41:00,Vessel departed,Completed,Carrier,Algeciras,
EVT00177-05,SHP00177,5,2025-09-08T19:51:03,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00177-06,SHP00177,6,2025-09-09T09:58:26,Customs released,Completed,Forwarder,Casablanca,
EVT00177-07,SHP00177,7,2025-09-10T10:31:47,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00178-01,SHP00178,1,2024-08-16T14:00:00,Booking created,Completed,Forwarder,Madrid Cross Dock,
EVT00178-02,SHP00178,2,2024-08-20T14:02:34,Pickup completed,Completed,Carrier,Madrid Cross Dock,
EVT00178-03,SHP00178,3,2024-08-21T06:32:24,Origin port gate in,Completed,Port terminal,Valencia,
EVT00178-04,SHP00178,4,2024-08-21T17:31:12,Vessel departed,Completed,Carrier,Valencia,
EVT00178-05,SHP00178,5,2024-08-23T16:01:31,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00178-06,SHP00178,6,2024-08-24T02:40:41,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00178-07,SHP00178,7,2024-08-24T19:11:46,Delivery completed,Completed,Carrier,Marseille Wind Substation Site,
EVT00179-01,SHP00179,1,2024-12-21T08:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00179-02,SHP00179,2,2024-12-25T07:26:18,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00179-03,SHP00179,3,2024-12-26T05:55:53,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00179-04,SHP00179,4,2024-12-26T09:49:14,Vessel departed,Completed,Carrier,Bilbao,
EVT00179-05,SHP00179,5,2025-01-05T10:55:51,Destination port arrival,Completed,Port terminal,Dammam,
EVT00179-06,SHP00179,6,2025-01-06T00:42:12,Customs released,Completed,Forwarder,Dammam,
EVT00179-07,SHP00179,7,2025-01-06T06:52:38,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00180-01,SHP00180,1,2024-10-14T13:00:00,Booking created,Completed,Forwarder,Zaragoza Distribution Hub,
EVT00180-02,SHP00180,2,2024-10-29T15:01:42,Pickup completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00180-03,SHP00180,3,2024-10-30T06:34:08,Origin port gate in,Completed,Port terminal,Valencia,
EVT00180-04,SHP00180,4,2024-10-30T21:02:13,Vessel departed,Completed,Carrier,Valencia,
EVT00180-05,SHP00180,5,2024-11-02T12:46:12,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00180-06,SHP00180,6,2024-11-02T16:22:54,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00180-07,SHP00180,7,2024-11-03T03:58:32,Delivery completed,Completed,Carrier,Marseille Wind Substation Site,
EVT00181-01,SHP00181,1,2024-02-01T09:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00181-02,SHP00181,2,2024-02-06T11:28:18,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00181-03,SHP00181,3,2024-02-06T16:57:35,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00181-04,SHP00181,4,2024-02-07T10:18:57,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00181-05,SHP00181,5,2024-02-11T11:30:40,Destination port arrival,Completed,Port terminal,Sines,
EVT00181-06,SHP00181,6,2024-02-11T18:28:06,Customs released,Completed,Forwarder,Sines,
EVT00181-07,SHP00181,7,2024-02-12T07:25:23,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00182-01,SHP00182,1,2024-02-23T12:00:00,Booking created,Completed,Forwarder,Tarragona Equipment Vendor,
EVT00182-02,SHP00182,2,2024-02-28T12:42:05,Pickup completed,Completed,Carrier,Tarragona Equipment Vendor,
EVT00182-03,SHP00182,3,2024-02-28T20:02:05,Origin port gate in,Completed,Port terminal,Barcelona,
EVT00182-04,SHP00182,4,2024-02-29T00:10:17,Vessel departed,Completed,Carrier,Barcelona,
EVT00182-05,SHP00182,5,2024-03-03T05:35:20,Destination port arrival,Completed,Port terminal,Sines,
EVT00182-06,SHP00182,6,2024-03-03T08:13:45,Customs released,Completed,Forwarder,Sines,
EVT00182-07,SHP00182,7,2024-03-03T16:37:24,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00183-01,SHP00183,1,2025-02-07T07:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00183-02,SHP00183,2,2025-02-17T07:21:17,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00183-03,SHP00183,3,2025-02-17T15:33:14,Origin port gate in,Completed,Port terminal,Genoa,
EVT00183-04,SHP00183,4,2025-02-18T08:00:45,Vessel departed,Completed,Carrier,Genoa,
EVT00183-05,SHP00183,5,2025-02-23T15:57:08,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00183-06,SHP00183,6,2025-02-23T21:20:26,Customs released,Completed,Forwarder,Alexandria,
EVT00183-07,SHP00183,7,2025-02-24T07:47:42,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00184-01,SHP00184,1,2025-02-17T08:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00184-02,SHP00184,2,2025-02-28T10:41:11,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00184-03,SHP00184,3,2025-02-28T14:05:49,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00184-04,SHP00184,4,2025-02-28T21:52:32,Vessel departed,Completed,Carrier,Bilbao,
EVT00184-05,SHP00184,5,2025-03-03T08:26:55,Destination port arrival,Completed,Port terminal,Valencia,
EVT00184-06,SHP00184,6,2025-03-03T09:20:21,Customs released,Completed,Forwarder,Valencia,
EVT00184-07,SHP00184,7,2025-03-04T04:20:52,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00185-01,SHP00185,1,2025-08-06T07:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00185-02,SHP00185,2,2025-08-12T08:19:59,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00185-03,SHP00185,3,2025-08-12T15:40:19,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00185-04,SHP00185,4,2025-08-12T21:02:38,Vessel departed,Completed,Carrier,Bilbao,
EVT00185-05,SHP00185,5,2025-08-15T18:42:58,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00185-06,SHP00185,6,2025-08-16T04:24:58,Customs released,Completed,Forwarder,Casablanca,
EVT00185-07,SHP00185,7,2025-08-16T16:34:57,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00186-01,SHP00186,1,2024-04-21T08:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00186-02,SHP00186,2,2024-05-01T08:58:51,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00186-03,SHP00186,3,2024-05-01T15:26:20,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00186-04,SHP00186,4,2024-05-01T20:31:22,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00186-05,SHP00186,5,2024-05-07T01:40:26,Destination port arrival,Completed,Port terminal,Sines,
EVT00186-06,SHP00186,6,2024-05-07T17:17:27,Customs released,Completed,Forwarder,Sines,
EVT00186-07,SHP00186,7,2024-05-08T05:15:16,Delivery completed,Delayed,Carrier,Sines Energy Project Site,Port congestion
EVT00187-01,SHP00187,1,2023-12-24T13:00:00,Booking created,Completed,Forwarder,Tangier Free Zone DC,
EVT00187-02,SHP00187,2,2024-01-08T14:09:03,Pickup completed,Completed,Carrier,Tangier Free Zone DC,
EVT00187-03,SHP00187,3,2024-01-09T01:20:33,Origin port gate in,Completed,Port terminal,Tanger Med,
EVT00187-04,SHP00187,4,2024-01-09T05:00:43,Vessel departed,Completed,Carrier,Tanger Med,
EVT00187-05,SHP00187,5,2024-01-12T00:48:20,Destination port arrival,Completed,Port terminal,Valencia,
EVT00187-06,SHP00187,6,2024-01-12T06:35:37,Customs released,Completed,Forwarder,Valencia,
EVT00187-07,SHP00187,7,2024-01-13T04:33:56,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00188-01,SHP00188,1,2024-03-17T12:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00188-02,SHP00188,2,2024-03-27T14:46:47,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00188-03,SHP00188,3,2024-03-28T00:01:52,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00188-04,SHP00188,4,2024-03-28T17:56:18,Vessel departed,Completed,Carrier,Rotterdam,
EVT00188-05,SHP00188,5,2024-04-01T05:01:19,Destination port arrival,Completed,Port terminal,Valencia,
EVT00188-06,SHP00188,6,2024-04-01T09:19:01,Customs released,Completed,Forwarder,Valencia,
EVT00188-07,SHP00188,7,2024-04-01T22:04:46,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00189-01,SHP00189,1,2024-10-12T08:00:00,Booking created,Completed,Forwarder,Tarragona Equipment Vendor,
EVT00189-02,SHP00189,2,2024-10-22T07:30:04,Pickup completed,Completed,Carrier,Tarragona Equipment Vendor,
EVT00189-03,SHP00189,3,2024-10-22T17:20:54,Origin port gate in,Completed,Port terminal,Barcelona,
EVT00189-04,SHP00189,4,2024-10-23T00:03:38,Vessel departed,Completed,Carrier,Barcelona,
EVT00189-05,SHP00189,5,2024-10-31T02:11:24,Destination port arrival,Completed,Port terminal,Dammam,
EVT00189-06,SHP00189,6,2024-10-31T02:51:17,Customs released,Completed,Forwarder,Dammam,
EVT00189-07,SHP00189,7,2024-10-31T13:29:24,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00190-01,SHP00190,1,2025-01-25T10:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00190-02,SHP00190,2,2025-02-05T09:12:12,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00190-03,SHP00190,3,2025-02-05T22:31:37,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00190-04,SHP00190,4,2025-02-06T05:33:47,Vessel departed,Completed,Carrier,Algeciras,
EVT00190-05,SHP00190,5,2025-02-11T05:55:05,Destination port arrival,Completed,Port terminal,Rotterdam,
EVT00190-06,SHP00190,6,2025-02-11T08:18:50,Customs released,Completed,Forwarder,Rotterdam,
EVT00190-07,SHP00190,7,2025-02-11T22:43:24,Delivery completed,Delayed,Carrier,Rotterdam Consolidation Hub,Carrier capacity
EVT00191-01,SHP00191,1,2024-02-21T07:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00191-02,SHP00191,2,2024-02-27T08:23:44,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00191-03,SHP00191,3,2024-02-27T18:42:40,Origin port gate in,Completed,Port terminal,Genoa,
EVT00191-04,SHP00191,4,2024-02-28T09:40:42,Vessel departed,Completed,Carrier,Genoa,
EVT00191-05,SHP00191,5,2024-03-03T00:58:31,Destination port arrival,Completed,Port terminal,Valencia,
